,img_size(KB),end_edge_time,edge_cloud_time,plate_size,seg_edge_cloud_time,cloud_all_processing_time,cloud_gpu_rec_time,cloud_gpu_utilization,edge_cpu_det_time,edge_cpu_percent,no_seg_time,after_seg_time,,
68,815.62,0.07911982,0.435727217,4.64,0.002991001,0.012577534,0.00362587,0.02,0.00479269,68.8,0.527424571,0.090529381,,
69,815.62,0.074818645,0.334598287,5.41,0.002552916,0.011500359,0.003614426,0.02,0.00480485,60,0.420917291,0.085790837,,
70,815.62,0.098515228,0.386961505,5.66,0.002557701,0.01192522,0.003735781,0.02,0.004795313,62.5,0.497401953,0.109604023,,
71,815.62,0.08741768,0.478932655,5.81,0.002369072,0.011204243,0.003736734,0.04,0.004798889,50,0.577554578,0.098322375,,
72,815.62,0.092201282,0.328995465,6.88,0.002776395,0.011633635,0.003692865,0.02,0.004804373,56.2,0.432830382,0.103474915,,
73,815.62,0.074052108,0.448299718,6.6,0.002835503,0.013535738,0.004454851,0.02,0.004810572,50,0.535887564,0.086153034,,
74,815.62,0.099836536,0.362279311,6.65,0.002811404,0.011525869,0.00359869,0.02,0.004797459,77.8,0.473641716,0.111044089,,
75,815.62,0.074354776,0.421843323,6.5,0.003820121,0.01125288,0.003637552,0.02,0.004793882,50,0.507450979,0.086606331,,
76,815.62,0.068071456,0.405979015,5.17,0.002290414,0.011314154,0.003552914,0.04,0.00479579,62.5,0.485364625,0.078710574,,
77,815.62,0.086557835,0.414500491,5.31,0.002397638,0.0110569,0.003685474,0.02,0.00479722,56.2,0.512115226,0.097438167,,
78,815.62,0.081874931,0.34212564,6.06,0.002959191,0.011646032,0.003710508,0.02,0.004818201,62.5,0.435646603,0.093362831,,
79,815.62,0.072799065,0.420087633,5.54,0.003295391,0.010979891,0.00363946,0.02,0.004834175,83.3,0.503866589,0.084568091,,
80,815.62,0.075894497,0.510677711,5.66,0.002324575,0.01143527,0.003642559,0.03,0.004819632,50,0.598007478,0.086681263,,
81,815.62,0.075879206,0.346656503,6.2,0.003939931,0.011311769,0.003868341,0.03,0.004836798,64.3,0.433847478,0.088524276,,
82,815.62,0.071711175,0.363454984,5.89,0.00366831,0.01176095,0.003898859,0.02,0.004830599,44.4,0.446927109,0.084108943,,
83,815.62,0.097764574,0.484100305,6.88,0.0030688,0.01231432,0.003893375,0.02,0.004911661,44.4,0.594179199,0.10963841,,
84,815.62,0.086970184,0.375746032,5.93,0.002912794,0.012431383,0.004012823,0.02,0.004994392,50,0.475147599,0.098890193,,
85,815.62,0.073820534,0.413466182,7.32,0.004267967,0.011239529,0.003673792,0.04,0.004820585,64.3,0.498526245,0.086582878,,
86,815.62,0.092517697,0.436385399,7.49,0.003447639,0.011710167,0.003739357,0.02,0.004817486,40,0.540613263,0.104522179,,
87,815.62,0.083016038,0.515851399,7.27,0.003125639,0.01200676,0.004145861,0.02,0.005146503,77.8,0.610874197,0.095434041,,
88,815.62,0.078128181,0.487438212,6.94,0.002982538,0.01159811,0.003698111,0.02,0.00482583,56.2,0.577164503,0.08963466,,
89,815.62,0.06915819,0.387259437,6.46,0.003977532,0.011759281,0.003737688,0.02,0.004807234,62.5,0.468176908,0.081680644,,
90,815.62,0.079882651,0.455998506,6.38,0.004188074,0.015220165,0.006314278,0.05,0.004807949,50,0.551101322,0.095192952,,
91,815.62,0.091438599,0.525219899,4.22,0.002076772,0.011385918,0.003736734,0.02,0.004812002,62.5,0.628044416,0.102064107,,
92,815.62,0.081048563,0.440202895,6.75,0.003079408,0.012726784,0.004076719,0.02,0.004801989,62.5,0.533978242,0.093006679,,
93,815.62,0.08585068,0.376000498,5.24,0.002549204,0.011265993,0.00366497,0.02,0.004807949,56.2,0.473117171,0.096872803,,
94,815.62,0.082772268,0.461852882,7.08,0.003241159,0.011693716,0.00392127,0.02,0.004805803,44.4,0.556318866,0.0947405,,
95,815.62,0.098664118,0.353828046,6.74,0.002852815,0.011896133,0.003792286,0.04,0.00479579,75,0.464388297,0.110105009,,
96,815.62,0.075056389,0.541656547,6.7,0.003202725,0.011872292,0.003685713,0.02,0.004793406,64.7,0.628585228,0.086738233,,
97,815.62,0.075910201,0.520360336,6.74,0.002752826,0.011838436,0.003718853,0.02,0.004802704,75,0.608108973,0.087184584,,
98,815.62,0.085337557,0.373141666,6.51,0.003833855,0.011932611,0.003790855,0.02,0.004807472,88.2,0.470411834,0.097769739,,
99,815.62,0.077245696,0.334993292,5.08,0.003052864,0.011928558,0.003727913,0.03,0.004801512,50,0.424167546,0.088827985,,
100,815.62,0.098198146,0.385466333,5.96,0.002552047,0.011934519,0.003773689,0.03,0.004798651,62.5,0.495598998,0.109322533,,
101,815.62,0.074130669,0.336947057,6.24,0.003354265,0.011168718,0.003666639,0.02,0.004801035,50,0.422246444,0.085952608,,
102,815.62,0.088984976,0.490443403,6.24,0.003433692,0.011740685,0.003763914,0.02,0.004804373,50,0.591169064,0.100986955,,
103,815.62,0.076563148,0.486546958,6.1,0.003421635,0.011668682,0.003877163,0.02,0.004803896,68.8,0.574778788,0.088665842,,
104,815.62,0.088572813,0.401509214,6.33,0.002751191,0.012054205,0.003904104,0.04,0.004814625,50,0.502136232,0.100042733,,
105,815.62,0.093890195,0.383239325,6.56,0.003687439,0.011487484,0.003614664,0.02,0.00481987,62.5,0.488617004,0.106012168,,
106,815.62,0.091349638,0.344347845,5.61,0.003672001,0.011617661,0.003674984,0.02,0.004816055,50,0.447315144,0.103512678,,
107,815.62,0.075736512,0.329571437,5.41,0.002632687,0.012897491,0.004099846,0.02,0.004805326,62.5,0.41820544,0.087274371,,
108,815.62,0.09228302,0.33110841,6.42,0.003725045,0.013444424,0.004261971,0.02,0.004816055,50,0.436835854,0.105086091,,
109,815.62,0.101938319,0.342279173,6.72,0.003092039,0.011066198,0.003650665,0.04,0.004810333,62.5,0.45528369,0.113491356,,
110,815.62,0.0983228,0.353639958,6.66,0.00362674,0.011492252,0.003657579,0.02,0.004827976,56.2,0.46345501,0.110435095,,
111,815.62,0.091747434,0.33509433,6.83,0.003337005,0.011455536,0.00385046,0.02,0.004863262,75,0.4382973,0.103798161,,
112,815.62,0.094500811,0.479161355,5.67,0.002937352,0.011838198,0.00370121,0.02,0.004843235,76.5,0.585500364,0.105982608,,
113,815.62,0.078018615,0.369899154,6.69,0.004331557,0.011165619,0.003677368,0.02,0.004817963,50,0.459083388,0.090845503,,
114,815.62,0.088799079,0.374699892,6.11,0.003930798,0.013183117,0.004281282,0.04,0.004810095,62.5,0.476682088,0.101821254,,
115,815.62,0.076245966,0.523248198,6.02,0.002518784,0.011169195,0.003782749,0.02,0.004811525,62.5,0.610663359,0.087359024,,
116,815.62,0.099122313,0.388995872,7.52,0.004056728,0.01210618,0.003671169,0.02,0.004819632,88.9,0.500224365,0.111669842,,
117,815.62,0.075251071,0.339341289,7.8,0.003676763,0.011018276,0.003620625,0.02,0.004817247,50,0.425610636,0.087365706,,
118,815.62,0.096912322,0.370962314,7.31,0.003237244,0.011571407,0.003718138,0.04,0.00481391,87.5,0.479446043,0.108681614,,
119,815.62,0.082113202,0.328748629,5.37,0.002818009,0.011722088,0.003799915,0.02,0.004805326,50,0.422583919,0.093536452,,
120,815.62,0.08959945,0.442225002,6,0.00378903,0.011680603,0.003677845,0.02,0.004818916,75,0.543505055,0.101885241,,
121,815.62,0.085136579,0.500365718,6.79,0.003010975,0.011462212,0.004011393,0.02,0.004814386,62.5,0.596964509,0.096973333,,
122,815.62,0.080357038,0.463107667,5.89,0.0035098,0.011544704,0.003694534,0.02,0.004814386,82.4,0.555009409,0.092375758,,
123,815.62,0.074078275,0.510379593,4.45,0.00195659,0.011218786,0.003717184,0.04,0.004830599,66.7,0.595676654,0.084582648,,
124,815.62,0.082729019,0.340773142,6.17,0.002513172,0.011641741,0.003724337,0.02,0.004861355,73.3,0.435143902,0.093827883,,
125,815.62,0.070394701,0.527985302,6.78,0.002989097,0.011233568,0.003762007,0.02,0.004848719,44.4,0.609613571,0.081994524,,
126,815.62,0.083543331,0.436840472,8.65,0.004100728,0.011904001,0.003664255,0.02,0.004992485,62.5,0.532287804,0.096300799,,
127,815.62,0.083827555,0.509826994,7.32,0.004679515,0.011285305,0.003802538,0.04,0.005061388,56.2,0.604939854,0.097370996,,
128,815.62,0.092784177,0.390774074,7.61,0.003727422,0.012462854,0.003716946,0.03,0.004844666,50,0.496021105,0.105073211,,
129,815.62,0.091775833,0.327130926,7.37,0.003844998,0.011481762,0.003973722,0.02,0.004864693,62.5,0.430388521,0.104459246,,
130,815.62,0.076840863,0.526601701,6.59,0.004110567,0.011713266,0.003647089,0.02,0.004820347,62.5,0.61515583,0.089418866,,
131,815.62,0.101192226,0.362374743,7.67,0.003963116,0.011524677,0.003907681,0.02,0.004812241,62.5,0.475091646,0.113875264,,
132,815.62,0.070745042,0.486071344,6.56,0.002662315,0.011703491,0.003709078,0.05,0.004882336,64.7,0.568519877,0.081998771,,
133,815.62,0.085768746,0.336879556,7.67,0.004096002,0.011384487,0.00383997,0.02,0.004846811,62.5,0.434032789,0.098551529,,
134,815.62,0.08264461,0.385704266,6.42,0.002899366,0.011742592,0.003752232,0.02,0.004850864,78.6,0.480091468,0.094147072,,
135,815.62,0.090143626,0.507408658,7.62,0.003866592,0.011289358,0.003731489,0.02,0.004859924,40,0.608841642,0.102601631,,
136,815.62,0.087838854,0.379034365,8.07,0.004754665,0.011437416,0.003651381,0.02,0.005365133,50,0.478310635,0.101610033,,
137,815.62,0.079491098,0.38601126,6.43,0.002931489,0.014683247,0.006586552,0.06,0.00499773,62.5,0.480185605,0.094006869,,
138,815.62,0.077211323,0.373920428,6.7,0.002690725,0.011076927,0.003627062,0.02,0.004924774,50,0.462208678,0.088453884,,
139,815.62,0.087811095,0.340576244,7.31,0.002936256,0.011767149,0.003615856,0.02,0.004833937,62.5,0.440154488,0.099197144,,
140,815.62,0.075521761,0.529507471,7.12,0.003663893,0.011909962,0.003740072,0.02,0.004883289,68.8,0.616939194,0.087809015,,
141,815.62,0.08635171,0.424933651,8.07,0.004085332,0.011981726,0.003768444,0.04,0.004879236,50,0.523267087,0.099084722,,
142,815.62,0.083854044,0.441597801,7.47,0.003097395,0.011873484,0.003652573,0.03,0.004832983,68.8,0.537325329,0.095436995,,
143,815.62,0.083634265,0.429520761,6.87,0.003354088,0.012667418,0.003710747,0.02,0.004837275,50,0.525822444,0.095536375,,
144,815.62,0.071043766,0.483080712,7.31,0.003103663,0.011381149,0.003744364,0.02,0.00480938,68.8,0.565505627,0.082701173,,
145,815.62,0.072042836,0.36875062,7.03,0.003724569,0.01168251,0.003748655,0.02,0.00481391,50,0.452475966,0.08432997,,
146,815.62,0.089226568,0.468719528,6.67,0.002760539,0.012076616,0.004036427,0.05,0.004826069,62.5,0.570022712,0.100849603,,
147,815.62,0.068201183,0.366205959,7.32,0.003383397,0.011811733,0.003728867,0.02,0.004800081,64.7,0.446218875,0.080113528,,
148,815.62,0.080610633,0.396549105,7.17,0.003651201,0.01187253,0.003736973,0.02,0.004819632,50,0.489032268,0.092818439,,
149,815.62,0.080112575,0.368660877,7.57,0.003204226,0.012094975,0.003680944,0.02,0.004819393,60,0.460868427,0.091817138,,
150,815.62,0.073732252,0.473404932,6.74,0.003621012,0.011246681,0.00379777,0.02,0.004796028,44.4,0.558383865,0.085947062,,
151,815.62,0.086389231,0.327486707,7.08,0.003119072,0.011925459,0.003838539,0.05,0.004811049,81.2,0.425801397,0.098157891,,
152,815.62,0.099130936,0.449443773,6.06,0.003163757,0.012143373,0.003832579,0.02,0.004832268,55.6,0.560718082,0.11095954,,
153,815.62,0.071423164,0.388356323,7.37,0.00437213,0.013026714,0.004263163,0.02,0.004819632,72.7,0.472806201,0.084878089,,
154,815.62,0.101216642,0.517695567,7.05,0.002911923,0.011466742,0.003779888,0.02,0.004812717,46.7,0.630378951,0.11272117,,
155,815.62,0.100058645,0.445796857,7.13,0.00442937,0.012441158,0.004023314,0.02,0.00481534,50,0.55829666,0.113326669,,
156,815.62,0.073026705,0.447375334,7.28,0.003097896,0.011430025,0.003908634,0.04,0.00484252,62.5,0.531832064,0.084875755,,
157,815.62,0.073787678,0.412384546,7.82,0.003609778,0.013334751,0.003841639,0.03,0.00480032,62.5,0.499506975,0.086039415,,
158,815.62,0.068573123,0.367829418,6.65,0.003942502,0.011512995,0.003690958,0.02,0.004819155,56.2,0.447915536,0.081025738,,
159,815.62,0.079304254,0.376589912,6.83,0.002803655,0.011822701,0.004036427,0.02,0.004813194,50,0.467716867,0.09095753,,
160,815.62,0.074655902,0.506554266,7.97,0.004002371,0.011098862,0.003765345,0.02,0.004810572,68.8,0.59230903,0.08723419,,
161,815.62,0.086843945,0.340339174,6.88,0.002890819,0.011316299,0.003626823,0.04,0.004817009,55.6,0.438499418,0.098178596,,
162,815.62,0.072116953,0.431888792,7.27,0.003749432,0.010912895,0.003612995,0.03,0.004815102,62.5,0.51491864,0.084294482,,
163,815.62,0.076573812,0.394777604,7.62,0.003565564,0.011495113,0.003714085,0.02,0.004868269,66.7,0.482846529,0.08872173,,
164,815.62,0.093151879,0.367167825,7.31,0.003289131,0.011687756,0.003696918,0.02,0.004808187,55.6,0.47200746,0.104946115,,
165,815.62,0.091285549,0.33272775,7.18,0.003168873,0.012144089,0.003734112,0.03,0.004822969,62.5,0.436157388,0.103011503,,
166,815.62,0.068021121,0.402772226,7.45,0.003762396,0.011018515,0.003703594,0.04,0.004812956,81.2,0.481811862,0.080300067,,
167,815.62,0.071317271,0.468908382,6.93,0.004156721,0.011761904,0.003879309,0.02,0.004817963,68.8,0.551987557,0.084171264,,
168,815.62,0.096495556,0.326764277,7.47,0.004537113,0.011028528,0.00362587,0.02,0.004805565,50,0.434288361,0.109464104,,
169,815.62,0.068008865,0.366260916,5.37,0.002172591,0.01247406,0.003745079,0.02,0.004809856,56.2,0.446743841,0.078736391,,
170,815.62,0.100842275,0.364322802,6.84,0.002966773,0.01103878,0.003640652,0.05,0.004821301,50,0.476203857,0.112271001,,
171,815.62,0.072050308,0.454372124,7.71,0.003331383,0.011325359,0.003606558,0.02,0.004822016,76.5,0.537747791,0.083810265,,
172,815.62,0.097820356,0.528580833,7.82,0.004238437,0.012517214,0.004213572,0.02,0.004805565,75,0.638918403,0.11107793,,
173,815.62,0.069900441,0.430871682,7.5,0.003904642,0.011624098,0.003692389,0.02,0.004807234,62.5,0.512396221,0.082304706,,
174,815.62,0.100520417,0.431283349,6.84,0.004483514,0.011067152,0.003713608,0.04,0.004803181,50,0.542870918,0.11352072,,
175,815.62,0.070126654,0.372129133,6.37,0.002664117,0.011947632,0.003651857,0.03,0.004813671,62.5,0.454203419,0.081256299,,
176,815.62,0.075683639,0.431570588,5.82,0.003532549,0.011908531,0.003926039,0.02,0.004809856,56.2,0.519162758,0.087952083,,
177,815.62,0.079302396,0.457466132,8.02,0.004098912,0.012428045,0.004056692,0.02,0.004815102,50,0.549196573,0.092273102,,
178,815.62,0.07390025,0.336518518,7.03,0.004385289,0.011413336,0.003700256,0.02,0.004817963,56.2,0.421832104,0.086803758,,
179,815.62,0.072913264,0.397390973,7.08,0.003403432,0.011602879,0.003689528,0.05,0.004819632,62.5,0.481907116,0.084825856,,
180,815.62,0.091603845,0.511637146,8.07,0.003340403,0.012853384,0.003875971,0.02,0.004839182,62.5,0.616094375,0.103659401,,
181,815.62,0.091250272,0.472743893,5.79,0.002957028,0.011621237,0.003384113,0.02,0.004812002,50,0.575615402,0.102403415,,
182,815.62,0.080407519,0.431898504,6.23,0.002541164,0.011677742,0.00374198,0.02,0.004816055,75,0.523983765,0.091506718,,
183,815.62,0.092801246,0.471051629,7.69,0.004363462,0.011556864,0.003569365,0.02,0.004811525,68.8,0.575409739,0.105545598,,
184,815.62,0.076841231,0.36897578,7.71,0.003189653,0.011838436,0.003734589,0.05,0.004815578,44.4,0.457655447,0.088581051,,
185,815.62,0.07473492,0.348524704,6.38,0.004222407,0.01176095,0.003889084,0.02,0.004805326,50,0.435020574,0.087651737,,
186,815.62,0.069632803,0.333391423,6.78,0.002818738,0.013474226,0.003797054,0.02,0.004802942,56.2,0.416498452,0.081051537,,
187,815.62,0.093819987,0.419107954,7.47,0.003542738,0.01183939,0.003695011,0.02,0.0048244,62.5,0.524767331,0.105882136,,
188,815.62,0.06956538,0.338015004,8.06,0.004400983,0.011398077,0.003640175,0.04,0.004821301,62.5,0.418978461,0.082427839,,
189,815.62,0.071648799,0.335689699,7.27,0.00394817,0.011667252,0.003829241,0.03,0.004813433,56.2,0.41900575,0.084239643,,
190,815.62,0.06878077,0.336612389,6.84,0.002932646,0.013195515,0.003774643,0.02,0.004811287,68.8,0.418588674,0.080299346,,
191,815.62,0.089571876,0.347586449,7.71,0.004741503,0.011746645,0.003716707,0.02,0.004820585,50,0.44890497,0.102850671,,
192,815.62,0.083010496,0.528990878,7.82,0.003305419,0.011466026,0.00386548,0.02,0.004813671,62.5,0.6234674,0.094995066,,
193,815.62,0.07486963,0.35974966,6.75,0.003731232,0.011816978,0.003774643,0.05,0.004813671,50,0.446436268,0.087189176,,
194,815.62,0.082095167,0.425764785,7.08,0.003606847,0.011627436,0.003891706,0.02,0.004810095,50,0.519487388,0.094403815,,
195,815.62,0.083540229,0.3280619,6.61,0.003173881,0.014658928,0.006610632,0.03,0.004823685,76.5,0.426261057,0.098148427,,
196,815.62,0.078317248,0.397404584,6.8,0.003414854,0.010973454,0.003634214,0.03,0.004812002,88.9,0.486695286,0.090178318,,
197,815.62,0.07883357,0.363042262,7.03,0.003075307,0.016498804,0.008645296,0.04,0.004821062,73.3,0.458374636,0.095375235,,
198,815.62,0.094370174,0.497641091,7.67,0.004088728,0.011226416,0.003746033,0.03,0.004822731,44.4,0.603237681,0.107027666,,
199,815.62,0.095095139,0.340030018,7.46,0.003834059,0.01224637,0.003722668,0.02,0.00481081,75,0.447371527,0.107462676,,
200,815.62,0.078162088,0.45010624,7.08,0.003958369,0.014559746,0.004830837,0.02,0.004802465,56.2,0.542828074,0.091753759,,
201,815.62,0.096761003,0.343179475,7.17,0.002983833,0.01188612,0.003736734,0.02,0.004851818,70.6,0.451826598,0.108333388,,
202,815.62,0.068287907,0.426977568,5.91,0.003091685,0.011720419,0.00376606,0.04,0.004822731,50,0.506985894,0.079968383,,
