,img_size(KB),end_edge_time,edge_cloud_time,plate_size,seg_edge_cloud_time,cloud_all_processing_time,cloud_gpu_rec_time,cloud_gpu_utilization,edge_cpu_det_time,edge_cpu_percent,no_seg_time,after_seg_time,,
1127,815.62,0.079818849,0.33145087,17.67,0.007132938,0.009426832,0.003072977,0.05,0.005602121,62.5,0.420696551,0.095626885,,
1128,815.62,0.094159828,0.403472645,30.56,0.014990355,0.009845972,0.003046989,0.02,0.005629301,68.8,0.507478445,0.117826473,,
1129,815.62,0.095392476,0.518029133,26.9,0.011496067,0.009428263,0.003119946,0.02,0.005587578,87.5,0.622849872,0.115596067,,
1130,815.62,0.098857846,0.460879153,27.61,0.01126564,0.010107517,0.003090858,0.05,0.00560236,75,0.569844516,0.118816704,,
1131,815.62,0.08756709,0.390189666,30.31,0.018573534,0.009581566,0.003201008,0.02,0.005618572,56.2,0.487338322,0.114960204,,
1132,815.62,0.098957486,0.527699879,24.8,0.013507374,0.013264418,0.004170895,0.02,0.005627632,75,0.639921783,0.122263387,,
1133,815.62,0.071375731,0.329423357,31.95,0.018493835,0.011663914,0.003969908,0.04,0.005659819,83.3,0.412463002,0.099499293,,
1134,815.62,0.073111165,0.390832917,26.1,0.01263546,0.010974884,0.003462315,0.03,0.005608082,50,0.474918966,0.094817022,,
1135,815.62,0.084376593,0.377929829,29.39,0.015083194,0.009572983,0.003187656,0.02,0.005645275,85.3,0.471879405,0.108292718,,
1136,815.62,0.090773416,0.402692137,28.55,0.011679766,0.010130167,0.003121853,0.02,0.005642414,87.5,0.50359572,0.111217449,,
1137,815.62,0.074008671,0.367764884,30.85,0.013558375,0.009665012,0.003218412,0.05,0.006411552,50,0.451438567,0.09719701,,
1138,815.62,0.072452901,0.458414596,23.21,0.012250443,0.009663582,0.003029108,0.02,0.005721092,81.2,0.540531079,0.093453544,,
1139,815.62,0.068967509,0.386843302,23.47,0.013691716,0.009842396,0.003108025,0.02,0.005649567,62.5,0.465653207,0.091416817,,
1140,815.62,0.091782783,0.362172132,30.62,0.016051185,0.009984493,0.003133535,0.05,0.005619764,58.8,0.463939408,0.116587267,,
1141,815.62,0.084788338,0.473951322,29.65,0.015049455,0.009406328,0.003055811,0.05,0.005679369,56.2,0.568145988,0.108572973,,
1142,815.62,0.07139088,0.494409373,26.31,0.010771594,0.009967327,0.003144026,0.02,0.005613327,50,0.57576758,0.090919827,,
1143,815.62,0.094086918,0.332937579,21.41,0.010302751,0.01008296,0.003195763,0.05,0.005635738,62.5,0.437107457,0.11322117,,
1144,815.62,0.093884814,0.404511543,29.06,0.012887425,0.010066271,0.003087759,0.02,0.005604982,70,0.508462628,0.11546498,,
1145,815.62,0.08129975,0.352617295,29.02,0.014352105,0.009504557,0.003067255,0.02,0.00571084,53.3,0.443421602,0.10442995,,
1146,815.62,0.071436404,0.329839776,27.85,0.014652754,0.010130167,0.003177166,0.05,0.006385326,88.2,0.411406347,0.09565165,,
1147,815.62,0.074061605,0.472777736,27.88,0.013757882,0.009949684,0.003226042,0.02,0.005708933,62.5,0.556789025,0.096754462,,
1148,815.62,0.080509004,0.352443999,30.33,0.019174839,0.009524107,0.003085852,0.02,0.005610704,56.2,0.44247711,0.108380399,,
1149,815.62,0.086305915,0.480031951,19.99,0.013040105,0.009932041,0.00312233,0.05,0.005614042,50,0.576269907,0.108082392,,
1150,815.62,0.076890369,0.474201306,30.25,0.018417629,0.009557009,0.003074646,0.05,0.005600691,50,0.560648684,0.103983335,,
1151,815.62,0.078190441,0.519784184,22.84,0.012298385,0.010349751,0.003171921,0.02,0.005616903,62.5,0.608324376,0.09927765,,
1152,815.62,0.070003079,0.512248326,29.73,0.017581622,0.009754181,0.003010988,0.05,0.00560236,62.5,0.592005586,0.096198049,,
1153,815.62,0.09805807,0.401718578,29.48,0.019035762,0.010650158,0.003428459,0.05,0.005592823,62.5,0.510426806,0.126115114,,
1154,815.62,0.097289661,0.433489661,27.71,0.015604516,0.009490728,0.003053427,0.02,0.005595446,56.2,0.54027005,0.12154305,,
1155,815.62,0.097391061,0.474690893,29.23,0.016210244,0.009764671,0.003056288,0.05,0.005594015,62.5,0.581846625,0.122251608,,
1156,815.62,0.083021955,0.431988733,17.44,0.011572683,0.009512663,0.003176689,0.05,0.005605936,50,0.524523351,0.103377263,,
1157,815.62,0.087515422,0.473157097,20.43,0.012733436,0.01011014,0.003212452,0.02,0.005587816,91.7,0.570782659,0.109049126,,
1158,815.62,0.084595944,0.507330011,27.29,0.016551123,0.00966692,0.003075838,0.05,0.005600691,56.2,0.601592875,0.109823596,,
1159,815.62,0.072753529,0.518531606,26.83,0.016820827,0.009741783,0.003025055,0.05,0.005594015,75,0.601026918,0.098193426,,
1160,815.62,0.086508999,0.369689669,28.88,0.013072542,0.010897636,0.004138947,0.04,0.00558567,56.2,0.467096304,0.109306158,,
1161,815.62,0.078617485,0.347833412,26.85,0.010995735,0.00993681,0.003081322,0.03,0.005594969,70.6,0.436387707,0.098289511,,
1162,815.62,0.092602585,0.533758784,34.7,0.016188193,0.009422779,0.00310564,0.03,0.005593538,66.7,0.635784148,0.117489956,,
1163,815.62,0.090245081,0.540820825,29.73,0.018208875,0.010042191,0.003083229,0.04,0.005599737,44.4,0.641108097,0.117136922,,
1164,815.62,0.077684622,0.472318002,21.46,0.009770209,0.010109425,0.003509998,0.03,0.00558567,50,0.560112049,0.096550499,,
1165,815.62,0.080767921,0.448573424,27.55,0.012550625,0.010108709,0.003223181,0.03,0.005593538,73.3,0.539450054,0.102135265,,
1166,815.62,0.069821402,0.365406946,25.27,0.013649289,0.009866714,0.003288984,0.05,0.005601168,40,0.445095062,0.092360843,,
1167,815.62,0.101825705,0.339413708,25.98,0.015090662,0.009937286,0.003091812,0.02,0.005598545,68.8,0.451176699,0.125606724,,
1168,815.62,0.079355767,0.387329474,28.36,0.018543249,0.009890318,0.003133535,0.02,0.005604029,62.5,0.476575559,0.10663658,,
1169,815.62,0.078876814,0.348913213,26.71,0.011225602,0.009814978,0.00312376,0.04,0.005595922,56.2,0.437605005,0.098822098,,
1170,815.62,0.078554863,0.481958653,29.1,0.012938428,0.01012373,0.003168821,0.03,0.005591393,88.9,0.570637246,0.100253505,,
1171,815.62,0.098026661,0.392176235,27.15,0.013532565,0.011156321,0.00418663,0.03,0.005596161,56.2,0.501359217,0.121342017,,
1172,815.62,0.082546268,0.491796249,24.26,0.011453491,0.009728193,0.00325489,0.03,0.005582809,50,0.58407071,0.102837458,,
1173,815.62,0.071060634,0.431159291,23.02,0.013974591,0.010322094,0.00314188,0.04,0.005589724,50,0.512542019,0.093766829,,
1174,815.62,0.076957849,0.446776216,29.26,0.016663337,0.010126352,0.003107786,0.04,0.005595207,62.5,0.533860417,0.102324179,,
1175,815.62,0.087906156,0.401426476,30.42,0.01824219,0.009533167,0.003114462,0.04,0.005575895,62.5,0.498865799,0.114838703,,
1176,815.62,0.073463165,0.476968022,32.07,0.021075733,0.010437965,0.003064156,0.03,0.005600452,76.5,0.560869152,0.103203506,,
1177,815.62,0.070990101,0.338384146,29.33,0.011860224,0.010644913,0.003163338,0.03,0.00560379,62.5,0.42001916,0.091617453,,
1178,815.62,0.094283539,0.328043366,21.48,0.013692232,0.009752035,0.003222466,0.04,0.005583763,81.2,0.43207894,0.116782,,
1179,815.62,0.085984278,0.374486398,27.61,0.011655107,0.009902239,0.003077745,0.03,0.005597115,62.5,0.470372915,0.106314245,,
1180,815.62,0.085035992,0.41393029,26.41,0.015912702,0.010114908,0.003121853,0.03,0.0055933,75,0.50908119,0.109663847,,
1181,815.62,0.08270235,0.461049425,28.39,0.016918186,0.009608269,0.00313139,0.05,0.005602598,75,0.553360044,0.108354524,,
1182,815.62,0.092654667,0.419187362,27.32,0.015922138,0.010142803,0.00310564,0.02,0.005589485,62.5,0.521984832,0.11727193,,
1183,815.62,0.097599447,0.425028083,27.32,0.013185016,0.01008296,0.003146648,0.02,0.00558877,56.2,0.53271049,0.119519881,,
1184,815.62,0.101468977,0.400333458,28.79,0.013984054,0.010719299,0.003327847,0.04,0.005594015,68.8,0.512521734,0.124374893,,
1185,815.62,0.071703221,0.419862096,28.14,0.013402763,0.009382248,0.003017902,0.03,0.005584717,55.6,0.500947565,0.093708603,,
1186,815.62,0.097813766,0.337062884,32.79,0.016662507,0.009881735,0.003156424,0.03,0.00558567,56.2,0.444758385,0.123218367,,
1187,815.62,0.096730174,0.342260444,26.93,0.011374506,0.010048866,0.003185749,0.05,0.00558424,62.5,0.449039484,0.116874669,,
1188,815.62,0.082263545,0.388004938,29.33,0.014603339,0.010262728,0.003419638,0.02,0.005586624,68.8,0.480531211,0.105873146,,
1189,815.62,0.084712235,0.53009418,34.03,0.018151874,0.010169744,0.003266096,0.02,0.005590916,50,0.624976159,0.111721121,,
1190,815.62,0.077526986,0.334224065,28.8,0.015147157,0.010060787,0.003124237,0.05,0.005584002,56.2,0.421811838,0.101382382,,
1191,815.62,0.075999222,0.511831794,31.17,0.014522337,0.009587526,0.003123999,0.02,0.005606174,62.5,0.597418542,0.099251732,,
1192,815.62,0.07251988,0.402017141,30.5,0.018894768,0.009925842,0.003070116,0.02,0.005594015,56.2,0.484462863,0.100078779,,
1193,815.62,0.078802631,0.387973365,31.9,0.016723087,0.012438059,0.004051208,0.05,0.005576611,75,0.479214055,0.105153537,,
1194,815.62,0.084371125,0.339438872,30.74,0.015355406,0.011174202,0.003955841,0.02,0.005585909,44.4,0.434984199,0.109268281,,
1195,815.62,0.092646818,0.484924962,28.96,0.01824773,0.009799242,0.003099203,0.02,0.005656719,68.8,0.587371022,0.11965047,,
1196,815.62,0.07623885,0.365334813,26.18,0.011945546,0.009882927,0.003080845,0.05,0.005630016,56.2,0.45145659,0.096895257,,
1197,815.62,0.078823865,0.336959259,31.45,0.012733984,0.009969473,0.003145218,0.02,0.005592585,50,0.425752597,0.100295652,,
1198,815.62,0.076849241,0.398296636,28.04,0.012864385,0.009805202,0.003104925,0.02,0.005590916,56.2,0.484951079,0.098409467,,
1199,815.62,0.09027329,0.360340742,31.47,0.016035647,0.010104179,0.003031015,0.05,0.005597115,50,0.460718211,0.114937067,,
1200,815.62,0.088065946,0.369408088,19.2,0.009509742,0.00995779,0.003184557,0.02,0.005615234,68.8,0.467431824,0.106375479,,
1201,815.62,0.074339887,0.338862122,26.26,0.015179852,0.010061502,0.003173113,0.02,0.005629778,62.5,0.423263511,0.09832263,,
1202,815.62,0.098877443,0.387252938,27.86,0.014190316,0.009859562,0.003031731,0.05,0.005631447,50,0.495989943,0.121730937,,
1203,815.62,0.08687049,0.361439535,29.97,0.012648614,0.009896755,0.003169537,0.02,0.005626202,62.5,0.45820678,0.108314843,,
1204,815.62,0.080045485,0.448639265,30.16,0.013347045,0.010101795,0.003114223,0.02,0.005643606,70.6,0.538786545,0.102150359,,
1205,815.62,0.071651676,0.540302595,27.87,0.011719231,0.009786367,0.00318718,0.05,0.005629063,56.2,0.621740638,0.09218715,,
1206,815.62,0.088646699,0.388663216,27.64,0.011084108,0.011304855,0.003258228,0.02,0.005966187,50,0.48861477,0.108955222,,
1207,815.62,0.094443732,0.337471209,28.39,0.016566896,0.009819269,0.003168583,0.02,0.005757809,64.7,0.44173421,0.11993702,,
1208,815.62,0.08584866,0.361105796,20.07,0.011804588,0.010195017,0.003256321,0.05,0.006090403,50,0.457149473,0.106999972,,
1209,815.62,0.068167104,0.435617258,34.52,0.015259297,0.010349989,0.00325346,0.02,0.005960464,50,0.514134351,0.092640325,,
1210,815.62,0.080748989,0.355829642,31.42,0.019998215,0.010398388,0.003193855,0.02,0.005642653,70.6,0.446977019,0.109583712,,
1211,815.62,0.07350824,0.4616087,29.38,0.018520694,0.010021448,0.003123283,0.05,0.005650997,66.7,0.545138388,0.100803214,,
1212,815.62,0.083613704,0.368804909,28.64,0.011807884,0.010668039,0.003222227,0.02,0.005619526,44.4,0.463086652,0.104263341,,
1213,815.62,0.100869626,0.377408214,29.69,0.012753859,0.009971142,0.003178835,0.02,0.005631447,75,0.488248982,0.122433767,,
1214,815.62,0.070221966,0.427103433,27.46,0.015846385,0.010762453,0.003786087,0.05,0.005635262,56.2,0.508087852,0.0954897,,
1215,815.62,0.082815308,0.360395535,29.99,0.012176325,0.010124683,0.003379107,0.02,0.005620718,50,0.453335526,0.103991458,,
1216,815.62,0.073536392,0.399328288,29.31,0.012054683,0.010213852,0.003153324,0.02,0.005624533,50,0.483078532,0.094368932,,
1217,815.62,0.086381673,0.449460516,31.48,0.012611634,0.010235548,0.003299236,0.04,0.005620241,56.2,0.546077737,0.107912784,,
1218,815.62,0.082444603,0.516355015,27.87,0.011363158,0.011147738,0.003380537,0.03,0.005622149,62.5,0.609947356,0.102810447,,
1219,815.62,0.070135624,0.383547548,30.34,0.015163379,0.009736061,0.003202438,0.03,0.005641222,56.2,0.463419233,0.094142663,,
1220,815.62,0.100429171,0.419972018,29.05,0.014255057,0.010131598,0.003114223,0.02,0.005707264,81.2,0.530532787,0.123505715,,
1221,815.62,0.075149048,0.342832155,27.29,0.011249157,0.01027751,0.003501892,0.05,0.005654812,69.2,0.428258713,0.095554909,,
1222,815.62,0.101141235,0.504587714,30.94,0.01451921,0.009984016,0.003273487,0.02,0.005702972,36.4,0.615712965,0.124636904,,
1223,815.62,0.070558904,0.440548945,30.07,0.016820346,0.01145196,0.004112005,0.02,0.005718946,68.8,0.522559809,0.097210201,,
1224,815.62,0.07209482,0.381860558,21.23,0.012373125,0.010587931,0.00362277,0.05,0.005637407,62.5,0.464543309,0.093728122,,
1225,815.62,0.077726966,0.491611662,29.25,0.019024182,0.010681391,0.003302574,0.02,0.005696535,56.2,0.580020019,0.105750257,,
1226,815.62,0.089037196,0.398513265,29.11,0.013000769,0.010256529,0.003317356,0.02,0.005700111,71.4,0.49780699,0.111055432,,
1227,815.62,0.093257339,0.408566373,28.31,0.01152089,0.009946108,0.00313282,0.02,0.005682468,40,0.51176982,0.113593517,,
1228,815.62,0.072956808,0.410202706,29.39,0.018633781,0.010066271,0.003577948,0.05,0.005827427,56.2,0.493225785,0.100995964,,
1229,815.62,0.072617539,0.404349167,30.19,0.015012324,0.010557175,0.003590822,0.02,0.005842447,62.5,0.487523881,0.097063132,,
1230,815.62,0.097746418,0.482499743,29.73,0.019731081,0.010616064,0.003421307,0.02,0.005731583,50,0.590862225,0.126630389,,
1231,815.62,0.068633708,0.333916251,30.84,0.020372,0.01029563,0.003245592,0.05,0.006001949,70.6,0.412845589,0.098253249,,
1232,815.62,0.093738846,0.376552874,28.14,0.012847132,0.010254145,0.003293514,0.02,0.005779266,81.2,0.480545865,0.115658758,,
1233,815.62,0.071852695,0.339382461,29.65,0.014548718,0.010508299,0.003223658,0.02,0.005683184,44.4,0.421743455,0.095308255,,
1234,815.62,0.075644858,0.357733326,30.51,0.014477167,0.009639978,0.003131866,0.05,0.005803823,68.8,0.443018162,0.099057714,,
1235,815.62,0.094871244,0.373424314,27.8,0.013825831,0.010026217,0.003175497,0.02,0.005697966,71.4,0.478321775,0.117570538,,
1236,815.62,0.100098935,0.342303171,29.29,0.016720021,0.009676456,0.003051281,0.02,0.005951643,40,0.452078562,0.12582188,,
1237,815.62,0.100582244,0.419943763,22.99,0.013476945,0.010189772,0.003231287,0.05,0.005634308,76.5,0.530715779,0.122924784,,
1238,815.62,0.080486789,0.388463492,30.51,0.015854414,0.010054827,0.003227949,0.02,0.00566864,62.5,0.479005108,0.105237792,,
1239,815.62,0.09772605,0.347558973,30.33,0.014879499,0.010121584,0.003150225,0.02,0.005648613,62.5,0.455406607,0.121404387,,
1240,815.62,0.074789579,0.460813464,30.34,0.013908258,0.009647131,0.003188372,0.05,0.005675316,66.7,0.545250174,0.097561525,,
1241,815.62,0.091143484,0.401989943,29.97,0.01258397,0.009989262,0.003163815,0.02,0.006504774,62.5,0.503122689,0.113396043,,
1242,815.62,0.081064822,0.446965429,29.97,0.014037049,0.009707212,0.003076077,0.02,0.005640984,56.2,0.537737463,0.103818932,,
1243,815.62,0.083234559,0.334895216,27.64,0.013532966,0.009857416,0.003073692,0.05,0.00566268,68.8,0.427987191,0.105503897,,
1244,815.62,0.097275631,0.420697726,27.23,0.016262272,0.009563208,0.003151894,0.02,0.005625725,64.3,0.527536565,0.122315522,,
1245,815.62,0.072927062,0.535371726,27.02,0.012794701,0.009701967,0.003035545,0.02,0.005644083,40,0.618000755,0.094401391,,
1246,815.62,0.076302614,0.465481275,28.79,0.017540417,0.010037184,0.003349781,0.05,0.005650043,56.2,0.551821073,0.102842855,,
1247,815.62,0.096449661,0.534354513,27.67,0.01134984,0.010701656,0.003000498,0.02,0.005642891,50,0.64150583,0.11644289,,
1248,815.62,0.090932875,0.438260189,30.2,0.012168685,0.009888649,0.003114462,0.02,0.005639076,82.4,0.539081713,0.111855098,,
1249,815.62,0.089888913,0.435452558,29.8,0.015840802,0.009660244,0.003134966,0.05,0.005642176,56.2,0.535001715,0.114506857,,
1250,815.62,0.078785871,0.361349933,24.47,0.011303599,0.00992918,0.003085852,0.02,0.005624771,82.4,0.450064984,0.098800093,,
1251,815.62,0.101107928,0.385203764,29.79,0.018123563,0.009566784,0.003201246,0.02,0.005625963,68.8,0.495878476,0.1280587,,
1252,815.62,0.08640882,0.37474346,29.73,0.01550416,0.00995183,0.003084421,0.05,0.005632162,81.2,0.47110411,0.110629563,,
1253,815.62,0.077418961,0.534442251,30.14,0.012476919,0.011343718,0.003742933,0.02,0.005634308,75,0.62320493,0.099273121,,
1254,815.62,0.096094402,0.357120002,31.18,0.016807905,0.011896372,0.003766298,0.02,0.005626678,68.8,0.465110776,0.122295283,,
1255,815.62,0.089597168,0.369331651,28.56,0.017301463,0.010758877,0.003473759,0.02,0.005629301,72.2,0.469687696,0.116001691,,
1256,815.62,0.097020111,0.341759675,31.38,0.015520364,0.010149717,0.003221989,0.05,0.005642891,56.2,0.448929503,0.121405355,,
1257,815.62,0.069003487,0.48939752,27.89,0.012159829,0.009847641,0.003203869,0.02,0.005632639,62.5,0.568248648,0.089999824,,
1258,815.62,0.087283512,0.405821409,29.14,0.013445827,0.009837389,0.003034592,0.02,0.005621195,75,0.50294231,0.109385126,,
1259,815.62,0.093476255,0.375162508,29.48,0.019520083,0.009237528,0.003010988,0.05,0.005619526,76.5,0.477876291,0.121626852,,
1260,815.62,0.080744733,0.405680139,21.41,0.014255235,0.010473728,0.003441095,0.05,0.005631924,70.6,0.4968986,0.104072987,,
1261,815.62,0.080064794,0.536389433,28.65,0.012584243,0.009894609,0.003100395,0.02,0.005634546,70.6,0.626348836,0.101383978,,
1262,815.62,0.092779006,0.416548555,30.59,0.01315639,0.010288954,0.003341198,0.05,0.005629778,66.7,0.519616515,0.114906372,,
1263,815.62,0.08869178,0.540818754,31.42,0.016145426,0.009291172,0.003093243,0.05,0.005627155,58.8,0.638801706,0.113557604,,
1264,815.62,0.079868818,0.420356539,28.48,0.014998413,0.009998322,0.003251076,0.02,0.005635262,50,0.510223679,0.103753569,,
1265,815.62,0.082625308,0.436901853,27.12,0.01493178,0.009391308,0.003087044,0.05,0.005624056,68.8,0.528918469,0.106268188,,
1266,815.62,0.081679706,0.368370207,29.82,0.013211603,0.009803057,0.003043652,0.05,0.005630016,68.8,0.45985297,0.103564977,,
1267,815.62,0.079694806,0.381645175,23.94,0.00961586,0.010000706,0.003158331,0.03,0.005628347,55.6,0.471340687,0.098097344,,
1268,815.62,0.08485217,0.349656645,29.02,0.014199589,0.009716034,0.003063679,0.04,0.005640984,82.4,0.444224849,0.107756422,,
1269,815.62,0.101086853,0.432749565,27.79,0.011781401,0.00982976,0.003074169,0.04,0.005633831,73.3,0.543666178,0.121576254,,
1270,815.62,0.078749779,0.461913929,27.5,0.018331768,0.009809017,0.003194332,0.05,0.005625486,44.4,0.550472725,0.105901365,,
1271,815.62,0.073846923,0.329016981,28.97,0.012686276,0.009824038,0.003093719,0.02,0.005626917,62.5,0.412687942,0.095253835,,
1272,815.62,0.082194254,0.521677709,30.11,0.01390777,0.009837627,0.003079891,0.02,0.005630016,70.6,0.61370959,0.104811931,,
1273,815.62,0.094692813,0.431932804,26.96,0.015002815,0.010087729,0.003183126,0.05,0.005625963,62.5,0.536713346,0.118504717,,
1274,815.62,0.082078904,0.421874371,24.76,0.013906865,0.009629488,0.003216267,0.02,0.005626917,62.5,0.513582763,0.104828953,,
1275,815.62,0.098688231,0.369896677,30.76,0.012398839,0.010029316,0.003207445,0.02,0.005626678,56.2,0.478614224,0.119921193,,
1276,815.62,0.096239929,0.462736899,27.79,0.0131821,0.009927511,0.003172159,0.04,0.005635262,83.3,0.568904339,0.11822945,,
1277,815.62,0.091761089,0.36167658,26.82,0.012138383,0.009521723,0.003172636,0.02,0.005622387,46.2,0.462959392,0.112694495,,
1278,815.62,0.08703781,0.400576758,31.09,0.012439531,0.010077477,0.003095865,0.02,0.005621195,58.8,0.497692045,0.108194401,,
1279,815.62,0.089065133,0.338671901,27.89,0.013677599,0.010268688,0.003221512,0.05,0.005624294,60,0.438005722,0.111588538,,
1280,815.62,0.073866615,0.354059371,23.38,0.014088021,0.009980917,0.003053904,0.02,0.005643368,44.4,0.437906903,0.096651908,,
1281,815.62,0.096133053,0.362441812,25.94,0.010887197,0.009769201,0.003014326,0.02,0.005638838,56.2,0.468344066,0.115673414,,
1282,815.62,0.07670338,0.412739905,30.74,0.016728442,0.009845734,0.00304389,0.05,0.005632877,62.5,0.499289019,0.102108589,,
1283,815.62,0.083246105,0.414132196,32.74,0.019609847,0.010137081,0.003198862,0.02,0.005619287,62.5,0.507515382,0.111674101,,
1284,815.62,0.086356457,0.412578863,30.25,0.016095492,0.010228872,0.00329423,0.02,0.005628109,64.7,0.509164192,0.111374288,,
1285,815.62,0.092776745,0.391534965,30.14,0.013484402,0.009580374,0.003087997,0.05,0.005620003,62.5,0.493892084,0.114969147,,
1286,815.62,0.082137059,0.463304512,29.15,0.01230488,0.009820938,0.003037214,0.02,0.005622864,50,0.555262509,0.103102017,,
1287,815.62,0.088948516,0.54022942,29.59,0.011987795,0.009732723,0.003028631,0.02,0.005630732,68.8,0.638910659,0.109595674,,
1288,815.62,0.091795683,0.448421647,28.55,0.012300553,0.009912491,0.003118277,0.05,0.011049032,56.2,0.550129821,0.118263545,,
1289,815.62,0.091633786,0.397696453,27.97,0.012250436,0.00947547,0.003125906,0.02,0.005639791,50,0.498805709,0.112649919,,
1290,815.62,0.079533954,0.522979366,27.95,0.013463308,0.009985924,0.003109932,0.02,0.005629063,75,0.612499244,0.101736257,,
1291,815.62,0.083988409,0.435269531,28.96,0.018752501,0.009852409,0.003087759,0.05,0.005635262,58.8,0.529110349,0.111463931,,
1292,815.62,0.088285034,0.440275435,27.71,0.011607341,0.010070562,0.003250599,0.02,0.005642653,77.8,0.538631031,0.108785627,,
1293,815.62,0.097300749,0.345579266,29.64,0.0187458,0.009709358,0.003227472,0.02,0.005670309,56.2,0.452589373,0.12494433,,
1294,815.62,0.086354016,0.343698542,28.86,0.013575731,0.010427237,0.003298998,0.05,0.006340027,60,0.440479795,0.109568772,,
1295,815.62,0.076007912,0.346499424,29.86,0.014193778,0.010982037,0.003103733,0.02,0.005741358,76.5,0.433489373,0.099046781,,
1296,815.62,0.073231432,0.332829232,33.6,0.022242581,0.0125947,0.003497601,0.02,0.005709887,81.2,0.418655364,0.104681501,,
1297,815.62,0.101576468,0.376101707,30.77,0.014416068,0.016660213,0.005689859,0.04,0.00564146,81.2,0.494338388,0.127323855,,
1298,815.62,0.070184098,0.441449943,22.66,0.010620495,0.010712624,0.003383636,0.03,0.005637884,62.5,0.522346665,0.089826113,,
1299,815.62,0.072526209,0.462839553,22.94,0.012669202,0.009819984,0.003210783,0.02,0.005635738,100,0.545185746,0.094041932,,
1300,815.62,0.072339605,0.509534097,31.29,0.015458626,0.010205507,0.003185034,0.02,0.005631685,56.2,0.592079209,0.09661495,,
1301,815.62,0.087070804,0.448937226,28.83,0.015586869,0.012809277,0.004028082,0.02,0.005631208,56.2,0.548817307,0.112316963,,
1302,815.62,0.089393709,0.480200183,30.82,0.018370842,0.013261557,0.004589319,0.05,0.005624294,50,0.582855449,0.117978164,,
1303,815.62,0.101138359,0.5383204,27.57,0.015238727,0.011023045,0.003655434,0.02,0.005638361,56.2,0.650481804,0.125670881,,
1304,815.62,0.084701988,0.418295489,23.57,0.012395737,0.012110472,0.00330472,0.02,0.005626202,50,0.515107949,0.106028647,,
1305,815.62,0.072317362,0.406775864,30.01,0.015438686,0.011641502,0.004163504,0.02,0.005643606,56.2,0.490734728,0.097563158,,
1306,815.62,0.079471191,0.452135269,34.35,0.019820734,0.010219574,0.003246307,0.04,0.005644321,62.5,0.541826034,0.108182553,,
1307,815.62,0.071223895,0.435741104,29.57,0.015108914,0.009550095,0.003088474,0.03,0.005635262,62.5,0.516515094,0.095056545,,
1308,815.62,0.09278011,0.355717183,27.31,0.013300116,0.010226011,0.003232479,0.03,0.005635977,62.5,0.458723304,0.114948682,,
1309,815.62,0.091140064,0.408289874,30.57,0.015074099,0.009767056,0.003227472,0.02,0.005641222,82.4,0.509196994,0.115082857,,
1310,815.62,0.095931751,0.36872623,32.54,0.01413558,0.010309696,0.00326395,0.05,0.005626202,62.5,0.474967677,0.118957483,,
1311,815.62,0.096777735,0.443156606,28.59,0.016917573,0.010472298,0.003345728,0.05,0.005650043,68.8,0.550406639,0.122691079,,
1312,815.62,0.101800748,0.519483834,29.7,0.0124424,0.009983063,0.003036976,0.02,0.005659103,56.2,0.631267645,0.122939227,,
1313,815.62,0.081980585,0.421589982,30.79,0.014115516,0.010323763,0.00314641,0.05,0.005633593,50,0.51389433,0.104876104,,
1314,815.62,0.089670377,0.408336906,26.5,0.01215599,0.013080835,0.004146814,0.02,0.005625725,56.2,0.511088118,0.111598906,,
1315,815.62,0.074015451,0.377588581,17.16,0.007786411,0.01237011,0.003839254,0.02,0.005607367,50,0.463974142,0.091248483,,
1316,815.62,0.085170998,0.419826546,33,0.021524439,0.011389494,0.003503084,0.04,0.005623817,68.8,0.516387038,0.115822338,,
1317,815.62,0.095727126,0.389616792,32.25,0.020883936,0.00972271,0.003110409,0.03,0.005631447,64.3,0.495066628,0.125352918,,
1318,815.62,0.072801362,0.523954882,29.72,0.018115158,0.014086962,0.00646162,0.03,0.00564909,50,0.610843206,0.10302723,,
1319,815.62,0.070605343,0.35524004,28.08,0.013312564,0.009660959,0.003151655,0.03,0.005672216,56.2,0.435506342,0.092741778,,
1320,815.62,0.070305266,0.337065114,28.55,0.015787378,0.010324955,0.00312233,0.05,0.005666733,62.5,0.417695335,0.094881707,,
1321,815.62,0.08938132,0.376694544,31.1,0.014644889,0.010149002,0.00321126,0.02,0.005635262,60,0.476224866,0.112872731,,
1322,815.62,0.081491667,0.417404378,30.94,0.017873984,0.01015377,0.003323793,0.02,0.005767107,44.4,0.509049815,0.108456551,,
1323,815.62,0.090085734,0.489329538,28.97,0.014010358,0.009945154,0.003246784,0.05,0.005677462,56.2,0.589360426,0.113020338,,
1324,815.62,0.09972361,0.362414497,32.7,0.013846298,0.009915113,0.003139734,0.02,0.005835295,62.5,0.47205322,0.122544937,,
1325,815.62,0.094858207,0.527784619,27.19,0.017065182,0.009936571,0.003084898,0.02,0.005678415,50,0.632579397,0.120686702,,
1326,815.62,0.08537682,0.480556674,29.46,0.01240566,0.010000706,0.003142595,0.05,0.005633354,70.6,0.5759342,0.106558429,,
1327,815.62,0.069963082,0.347635205,29.05,0.012060015,0.01066184,0.003783941,0.02,0.005685568,92,0.428260127,0.091492606,,
1328,815.62,0.084888931,0.404401249,27.81,0.011592199,0.010447025,0.003298283,0.02,0.005666971,50,0.499737205,0.105446384,,
